"SWSN_ID","SWSN_Site","EASTING","NORTHING"
1577,"NA 3470",427709.466580853,3864447.61934584
1578,"Wingfield Mesa Ruin",417626.120877504,3825339.74505296
1579,"Talbot Ranch Site",421839.167695031,3841997.50726819
1580,"Casner Canyon Ruin",428969.84225598,3833668.87063144
1581,"Riordan Canyon Ruin",424881.319660783,3838054.13671321
1582,"Ruin Point",443080.542709231,3853381.24726976
1583,"Rock Cone Ruin",416667.941129014,3823566.6282741
1584,"NA 4091",424107.133692846,3833139.43500991
1585,"Calloway No.2 Ruin",426658.756232262,3830361.87500124
1586,"CV Hill Ruin",418827.071488008,3822983.7103136
1587,"NA 4160",419782.515425146,3851898.7825847
1588,"Pollack Ruin",478647.364406452,3852169.05660282
1589,"Sacred Mountain",430123.726920515,3843326.21132973
1590,"Limestone / Iron Rock",416727.287726268,3843863.91155073
1591,"Walker Creek Ruin",446749.651422963,3822312.68009786
1592,"NA 5550",427398.738887742,3834348.32926139
1593,"NA 5861",426045.639073834,3832779.5830071
1594,"Salt Mine Pueblo",423456.344229475,3825629.99556269
1595,"NA 6668",451243.91626285,3833166.70735118
1596,"NA 12533",428614.029078946,3813316.39776511
1597,"Horse Mesa Fort",447433.588755861,3849069.3105766
1598,"John Heath Ruin",436746.8402123,3832617.79419038
1599,"Piglet",481057.171283439,3861313.26997559
1600,"NA 21979",417427.180977002,3863718.57918712
1601,"Howard Site",434786.192923203,3755582.18466812
1602,"KA Ranch Site",447747.22081165,3751650.60643594
1603,"12-03-0007 (TNF)",457830.135608196,3756937.29120621
1604,"12-03-0585 (TNF)",458797.52267547,3747515.7967511
1605,"12-05-0514 (TNF)",501619.749233484,3741867.09551525
1606,"Thompson Mesa Ruin",489252.819955185,3748957.59678185
1608,"AZ U:8:591",501633.26466237,3719555.14432107
1609,"12-06-0576 (TNF)",479572.0297883,3755691.49384099
1610,"Pueblo Dinero Alta",499209.367166251,3754503.35876727
1611,"Blue Mountain",432210.285388336,3734678.81164397
1612,"AZ U:1:13",422174.258117869,3767468.27901043
1613,"AZ U:1:7",415309.404177636,3750329.57194531
1614,"AZ U:2:2",426482.642923787,3746029.60307911
1615,"AZ U:10:1",403310.399492383,3760206.43209241
1616,"The Citadel--Verde",442947.749000162,3758539.00096463
1617,"Davenport Ruin",443475.725994095,3761204.72499949
1618,"Castle Rock Pueblo",692368.351117387,4144403.71605979
1619,"Moenave",469759.806705534,4000145.08722574
1620,"Old Moencopi",485227.882310748,3993868.13065533
1621,"NA 5595",499713.724436834,4040267.44953246
1622,"Zanardelli Site",496720.228001028,3552804.05278683
1623,"Gibbon  Springs",516103.359703735,3579521.17904292
1624,"Sharlot Hall",338374.082529381,3879289.36356378
1625,"Wayne",341138.571996823,3888374.76001325
1626,"Blake",325233.127202198,3875698.9694066
1627,"Tommy",327151.266011506,3881332.03784381
1628,"Gallman",697839.663333178,3514285.25805986
1629,"Indian Springs",674292.288253933,3488336.50230011
1630,"Spier 228",602794.925921679,3742890.26665771
1631,"Spier 229",608360.558340669,3742524.75003676
1632,"Spier 237",589840.609316587,3737122.20231368
1633,"LA 1427",594957.628426388,3874433.48021172
1634,"LA 1442",621734.276403174,3861668.27552915
1636,"Hatalacva",415604.572148934,3852553.05115116
1637,"Chistopherson",348299.88799262,3814888.61821814
1638,"Jackson",343711.050114661,3876443.75221024
1639,"Janet & Janet D",355384.331145719,3835586.90641834
1640,"Morgan",368896.288004622,3868324.27584983
1641,"Stansell",399822.457539767,3840743.69241132
1642,"Tewkesbury",374531.555149093,3840716.97009201
1643,"B&B",323673.954693273,3866261.93695365
1644,"King's Ruin",359137.71052824,3874325.94748931
1645,"Perkinsville Ruin",392635.300396353,3868818.45262617
1646,"Packard Ranch Ruin",403316.696828455,3866714.60461622
1647,"Piedra Roja Ruin",364286.73776868,3842164.62761906
1648,"Emelienne",390204.136625439,3844968.16100441
1649,"Fitzmaurice Ruin",376294.823762357,3825813.04838875
1650,"Woolsey Ranch Pueblo",378803.462424904,3814390.65758441
1651,"Smith Site--Verde",395093.569415614,3829199.35411094
1652,"Gisela",477083.767447591,3784613.6381212
1654,"Cline Terrace Mound, Monster Ruin",468970.988891423,3740290.98316699
1655,"P  Mexicano Blanco",658628.918188915,3460460.52467889
1656,"Cochise Stronghold",598784.111611456,3518151.85504022
1657,"Ringo Site",637935.47907187,3532664.30316344
1658,"Site 92-1",495221.871419728,3627751.64602245
1659,"Las Estufas",407132.406358689,3698922.92773049
1660,"St. Mary's",496331.933325797,3561111.53854913
1661,"Lombeye Ruin",386341.956294671,3685905.78699847
1662,"Los Guanacos",404403.63633883,3696208.07763259
1663,"Grand Canal",410390.146454796,3699167.32317452
1664,"Leo's",405722.452278882,3701162.46019337
1665,"Cherry Creek Mound",507891.766845539,3734853.31589022
1666,"Casa Chica",401896.320335612,3696210.1445815
1667,"Los Pueblos Arriba",403515.667536378,3695820.37182446
1668,"La Casita",414484.538151592,3691195.70541117
1669,"Lower Santan",426555.572993204,3656505.93252029
1670,"University Indian Ruins",512598.441596106,3569487.72675548
1671,"Robles Wash/Hog Farm",464280.56208688,3591471.50815402
1672,"Pueblo Blanco",422048.382170394,3712221.55956845
1673,"Pueblo Pinal",484440.713738009,3665175.49415413
1674,"Derrio",485753.473673865,3597913.50926566
1675,"AZ BB:9:23",506196.043489382,3577479.42370009
1676,"Sunset Mesa",503293.985639781,3579081.39216459
1677,"Furrey's Ranch",486948.589193389,3582196.77846257
1678,"AZ BB:14:2",528746.943221048,3551838.84733592
1680,"Stone Hoe",415893.312360242,3709188.33045396
1681,"Pueblo Salado",408451.103994027,3688415.50623412
1682,"Martinez Hill South",490351.204198092,3550586.07636009
1683,"Martinez Hill North/Casa Azul",494872.926283509,3543309.94870032
1684,"AZ AA:3:14",471019.028497905,3618286.10827129
1685,"White Rincon",462954.625697538,3545665.20193678
1686,"Gisela Schoolhouse; Gisela 2",470209.537976027,3774065.29750839
1687,"Alembre Canyon",451241.49935703,3537919.42192179
1688,"Jackrabbit",417115.975734696,3530151.85183017
1690,"AZ U:13:41",416037.009973049,3662615.56806754
1691,"AZ U:13:29",431809.530131042,3654401.26622136
1692,"AZ U:13:221",423971.790029451,3672205.14468479
1693,"AZ U:13:201",433185.923933879,3656061.56777418
1694,"AZ U:13:18",398161.887452498,3684984.65992364
1695,"AZ U:13:156",417287.77413097,3656352.25788686
1696,"AZ U:13:107",413817.04963167,3687959.51480526
1697,"AZ U:13:17",428422.84508799,3667744.49034615
1698,"Pueblo Parvo",422031.974651933,3692828.16400859
1699,"Cloverdale Site",397190.318571299,3710250.593242
1700,"Dos Casas",398873.002636015,3703869.55654211
1701,"AZ U:9:50",420605.066217154,3707508.62535778
1702,"East Pueblo Blanco",430798.378176138,3709655.68132433
1703,"Fitch",427097.681544095,3701144.85469486
1704,"AZ U:9:34",408370.913360536,3702596.19094241
1705,"Rowley",424237.073096529,3689485.45416589
1706,"AZ U:9:23?",421013.396193728,3697862.37061988
1707,"AZ U:9:?38",406472.20222865,3684816.28026138
1708,"Florence",476365.062187344,3643545.86372632
1709,"Sonoqui Pueblo",447113.92180723,3656465.31977426
1710,"Chee Nee",449187.534201041,3656336.114715
1711,"Adamsville",467349.718721867,3651379.87090974
1712,"Pueblo Bisnaga/Grande Vista Site",433438.718987361,3651649.06155805
1713,"Casa Grande",454611.145141453,3649484.21832877
1714,"Sweetwater",423426.324925467,3653918.2795092
1715,"Casa Blanca--Middle Gila",407808.483987197,3658207.9755358
1716,"Poston Butte",472738.227505565,3660189.9113339
1717,"Spence Site",494171.96831511,3559060.39428686
1718,"AZ V:13:58",504157.772992656,3670668.18737718
1719,"AZ U:16:119",506312.04239662,3655115.34322943
1720,"Olberg",441640.029444441,3666930.29943961
1721,"Pueblo Viejo",404968.538948685,3694838.20792104
1722,"Las Cremaciones",404322.552231222,3685946.31911214
1723,"Pueblo Primero",391240.115814954,3685399.69233656
1724,"Villa Buena",394927.857676789,3689864.23028181
1725,"La Cienega",373975.445969522,3701994.36475876
1726,"La Ciudad",398834.000177994,3698283.18816429
1727,"Enterprise Ranch",350387.725555211,3664567.22127269
1728,"Hi-Vu",338255.414902851,3678463.56479298
1729,"Gatlin Site",345855.314569607,3657972.5275283
1730,"Upper Santan",423613.712937653,3658947.93638135
1731,"AZ U:13:6",414297.098937526,3671722.12378602
1732,"Hidden Ruin",401452.779741108,3681418.14457658
1733,"El Caliche",425859.01083079,3702903.15975319
1734,"Pueblo Ultimo",425948.312697083,3703738.36003351
1735,"Las Colinas",393316.656847566,3705452.13858935
1736,"Granite Knob",449732.057184994,3660226.59680541
1737,"Pueblo Moroni",415990.436314479,3709742.86571309
1738,"Casa de Mesa",419500.246410206,3691691.44810836
1739,"Mesa Grande",413321.783020213,3708281.20862152
1740,"Los Hornos",400108.422283366,3705692.90306506
1741,"Pueblo del Monte",416261.383679226,3707282.75956504
1742,"Whiptail Ruin",536717.642062098,3583368.90083191
1743,"Forty Niner's",517385.862504259,3564273.76732354
1744,"Tanque Verde Village",538283.980684668,3544657.33564582
1745,"AZ BB:14:11",533242.935918003,3552883.80984795
1746,"Los Robles Mound",476521.822098002,3590372.94427504
1747,"McClellan Wash Mound",476153.722351149,3615317.14841793
1748,"Brady Wash",465421.253962547,3634692.47817914
1749,"Marana Mound",485376.675891608,3604666.17666681
1750,"Mendoza Canyon",456030.336113751,3547589.19354168
1751,"Escalante",451079.119578019,3648747.54929522
1753,"Los Muertos",425690.346184418,3686741.29620197
1754,"Las Acequias",417994.116169035,3689129.09153229
1755,"Plaza Tempe",414277.06120193,3698854.29717718
1756,"Secate North",403972.461645201,3679789.28709473
1757,"Tom Mix Platform Mound",467521.321419358,3647413.2585452
1758,"AZ BB:13:232",507147.849416301,3554433.70458831
1759,"Dakota Wash",489968.275752604,3547045.16722721
1760,"Punta de Agua F",489573.893017635,3557424.49011219
1761,"AZ U:13:45",405089.298192829,3667762.75884505
1762,"Sabino Canyon",518134.404369816,3569722.54364504
1763,"Hodges Ruin",505294.318044499,3584005.59931037
1764,"Romero Ruin",508228.256279588,3585352.74502181
1765,"Honey Bee Village",513731.05568561,3600614.74606891
1766,"Los Morteros",490497.309020638,3582414.24800766
1767,"Huntington Ruin",480676.082239777,3580133.94679216
1768,"Hay Hook Ranch",460473.289376602,3537550.10781375
1769,"Pueblo del Rio",385750.044044554,3710105.37818135
1770,"Punta de Agua C",504428.023407176,3560599.3059085
1771,"Casa Buena",406468.596515596,3702309.77388509
1772,"Durham Hills",485248.954898596,3615543.80861345
1773,"AZ AA:8:18",485113.638144836,3612597.91742559
1774,"Pueblo del Alamo",383851.146774292,3689770.74383678
1775,"AZ U:16:59",501365.016517147,3672138.95638916
1776,"AZ U:16:91",493379.98542051,3671014.95997342
1777,"Fortified Hill",346727.430446506,3643366.51047517
1778,"AZ T:14:10",398425.952441141,3745247.48870263
1779,"Las Canopas",403241.942413941,3696044.13917413
1780,"Chicken Ranch",492936.255363479,3597849.71836072
1781,"Sutherland",508060.396988451,3605617.62105544
1782,"Indiantown",493982.815384388,3608685.92746775
1783,"AZ BB:5:9",499626.782796264,3616734.39265224
1784,"Faraway",507322.381311387,3600315.33065434
1785,"Batamote",505305.555083707,3589588.95942134
1786,"Suffering Wash",496332.19661276,3618412.2242305
1788,"AZ CC:1:10(BLM)",603181.925772369,3632899.08406697
1789,"AZ CC:16:4",671578.323395893,3560283.28288527
1790,"AZ CC:15:26",653416.775056824,3551615.66327928
1791,"AZ CC:11:4",638335.566526189,3570452.25391406
1792,"AZ CC:10:1",621234.349841937,3584765.81316805
1793,"AZ CC:15:1",656180.095473677,3550885.17665136
1794,"Rosnek",404868.865463033,3740206.49740191
1795,"Sears-Kay Ruin",435848.595641077,3746598.47680645
1796,"AZ U:1:12",410142.646255612,3744789.44041485
1797,"AZ U:1:2",416171.277391806,3741677.82800616
1798,"AZ U:1:1",417547.595928505,3742874.06880574
1799,"Alkali Ruin",373529.944678634,3703297.73367496
1800,"AZ T:11:22",362865.06486243,3684723.56314133
1801,"AZ CC:1:18(BLM)",593949.867668152,3619193.95136097
1802,"Turkey Creek",489861.31200482,3764222.00821058
1803,"Las Sierras",480759.803810835,3708208.39170659
1804,"South Tucson",505938.445360154,3565172.87682493
1805,"15 Mi east Florence/Tortilla",482086.173151538,3656704.16553798
1806,"Cement Pipe",649122.6633728,3611152.4963973
1807,"AZ FF:4:10",667695.46558857,3541688.54517908
1808,"Kuykendall",622557.43739973,3539293.55201603
1809,"AZ CC:7:5",659658.431118593,3612217.03875817
1810,"AZ CC:7:3",645997.609952942,3587186.38589074
1811,"AZ CC:7:25",638673.810186207,3598110.19497642
1812,"AZ CC:7:24",641447.65990743,3595424.90421973
1813,"AZ CC:7:1",656877.728911787,3595603.63932098
1814,"AZ CC:6:9(BLM)",622811.464819491,3603936.7929402
1816,"AZ CC:1:4(BLM)",596973.700580314,3643126.97862957
1817,"Kimble Ranch/Glass Ranch",669932.139054433,3517049.22250324
1819,"AZ FF:4:16",678544.941536069,3538255.41656642
1820,"Ebner",635538.564898923,3504260.55622651
